sector,INST_NAME,n_total,oa_share,n_total_sec
Max Planck Society,Max-Planck-Institut für biophysikalische Chemie (Karl-Friedrich-Bonhoeffer-Institut),2529,0.7864768683274022,93002
Max Planck Society,Max-Planck-Institut für Chemie (Otto-Hahn-Institut),1799,0.6364647026125625,93002
Max Planck Society,Max-Planck-Institut für Chemische Energiekonversion,1190,0.33949579831932775,93002
Max Planck Society,Max-Planck-Institut für chemische Ökologie,1418,0.5944992947813822,93002
Max Planck Society,Max-Planck-Institut für Chemische Physik fester Stoffe,1961,0.5385007649158593,93002
Max Planck Society,Max-Planck-Institut für demografische Forschung,554,0.6642599277978339,93002
Max Planck Society,Max-Planck-Institut für die Physik des Lichts,1121,0.655664585191793,93002
Max Planck Society,Max-Planck-Institut für Dynamik komplexer technischer Systeme,983,0.4404883011190234,93002
Max Planck Society,Max-Planck-Institut für Dynamik und Selbstorganisation,1179,0.7523324851569126,93002
Max Planck Society,Max-Planck-Institut für Eisenforschung GmbH,1689,0.3043220840734162,93002
Max Planck Society,Max-Planck-Institut für empirische Ästhetik,137,0.6058394160583942,93002
Max Planck Society,Max-Planck-Institut für Entwicklungsbiologie,1083,0.7497691597414589,93002
Max Planck Society,Max-Planck-Institut für ethnologische Forschung,147,0.23129251700680273,93002
Max Planck Society,Max-Planck-Institut für europäische Rechtsgeschichte,21,0.38095238095238093,93002
Max Planck Society,Max-Planck-Institut für evolutionäre Anthropologie,2250,0.5848888888888889,93002
Max Planck Society,Max-Planck-Institut für Evolutionsbiologie,676,0.7337278106508875,93002
Max Planck Society,Max-Planck-Institut für experimentelle Endokrinologie,7,0.5714285714285714,93002
Max Planck Society,Max-Planck-Institut für experimentelle Medizin,812,0.6711822660098522,93002
Max Planck Society,Max-Planck-Institut für extraterrestrische Physik (MPE),4250,0.9174117647058824,93002
Max Planck Society,Max-Planck-Institut für Festkörperforschung (MPI-FKF),3196,0.5134543178973717,93002
Max Planck Society,Max-Planck-Institut für Gesellschaftsforschung,138,0.5797101449275363,93002
Max Planck Society,Max-Planck-Institut für Gravitationsphysik (Albert-Einstein-Institut),1941,0.9587841318907779,93002
Max Planck Society,Max-Planck-Institut für Herz- und Lungenforschung (W. G. Kerckhoff-Institut),899,0.7230255839822024,93002
Max Planck Society,Max-Planck-Institut für Hirnforschung,609,0.6486042692939245,93002
Max Planck Society,Max-Planck-Institut für Immunbiologie und Epigenetik,611,0.7888707037643208,93002
Max Planck Society,Max-Planck-Institut für Infektionsbiologie,714,0.7352941176470589,93002
Max Planck Society,Max-Planck-Institut für Informatik,1000,0.644,93002
Max Planck Society,Max-Planck-Institut für Innovation und Wettbewerb,79,0.4050632911392405,93002
Max Planck Society,Max-Planck-Institut für Intelligente Systeme,2095,0.5031026252983294,93002
Max Planck Society,Max-Planck-Institut für Kernphysik (MPIK),2988,0.8350066934404283,93002
Max Planck Society,Max-Planck-Institut für Kognitions- und Neurowissenschaften,2002,0.583916083916084,93002
Max Planck Society,Max-Planck-Institut für Kohlenforschung,1422,0.3361462728551336,93002
Max Planck Society,Max-Planck-Institut für Kolloid- und Grenzflächenforschung,2725,0.3838532110091743,93002
Max Planck Society,Max-Planck-Institut für Marine Mikrobiologie,973,0.6485097636176773,93002
Max Planck Society,Max-Planck-Institut für Mathematik,671,0.767511177347243,93002
Max Planck Society,Max-Planck-Institut für Mathematik in den Naturwissenschaften (MIS),1129,0.7449069973427812,93002
Max Planck Society,Max-Planck-Institut für medizinische Forschung,648,0.6712962962962963,93002
Max Planck Society,Max-Planck-Institut für Menschheitsgeschichte,520,0.6923076923076923,93002
Max Planck Society,Max-Planck-Institut für Meteorologie (MPI-M),1452,0.7568870523415978,93002
Max Planck Society,Max-Planck-Institut für Mikrostrukturphysik,1398,0.5665236051502146,93002
Max Planck Society,Max-Planck-Institut für molekulare Biomedizin,622,0.7733118971061094,93002
Max Planck Society,Max-Planck-Institut für molekulare Genetik (MPIMG),1453,0.8004129387474191,93002
Max Planck Society,Max-Planck-Institut für molekulare Pflanzenphysiologie (MPIMP),1430,0.7034965034965035,93002
Max Planck Society,Max-Planck-Institut für molekulare Physiologie,820,0.5,93002
Max Planck Society,Max-Planck-Institut für molekulare Zellbiologie und Genetik,1321,0.7388342165026495,93002
Max Planck Society,Max-Planck-Institut für Neurobiologie,487,0.7412731006160165,93002
Max Planck Society,Max-Planck-Institut für Ornithologie,1234,0.6288492706645057,93002
Max Planck Society,Max-Planck-Institut für Pflanzenzüchtungsforschung,1089,0.7392102846648301,93002
Max Planck Society,Max-Planck-Institut für Physik (Werner-Heisenberg-Institut),2831,0.946661956905687,93002
Max Planck Society,Max-Planck-Institut für Physik komplexer Systeme,2463,0.8197320341047503,93002
Max Planck Society,Max-Planck-Institut für Plasmaphysik (IPP),3325,0.7443609022556391,93002
Max Planck Society,Max-Planck-Institut für Polymerforschung,3376,0.32257109004739337,93002
Max Planck Society,Max-Planck-Institut für Psychiatrie (Deutsche Forschungsanstalt für Psychiatrie),1506,0.5517928286852589,93002
Max Planck Society,Max-Planck-Institut für Quantenoptik (MPQ),1538,0.7594278283485045,93002
Max Planck Society,Max-Planck-Institut für Radioastronomie,2741,0.9631521342575702,93002
Max Planck Society,Max-Planck-Institut für Softwaresysteme,104,0.4519230769230769,93002
Max Planck Society,Max-Planck-Institut für Sonnensystemforschung,2287,0.7542632269348492,93002
Max Planck Society,Max-Planck-Institut für Sozialrecht und Sozialpolitik,118,0.4576271186440678,93002
Max Planck Society,Max-Planck-Institut für Steuerrecht und Öffentliche Finanzen,66,0.7121212121212122,93002
Max Planck Society,Max-Planck-Institut für Stoffwechselforschung,656,0.649390243902439,93002
Max Planck Society,Max-Planck-Institut für Struktur und Dynamik der Materie,505,0.8,93002
Max Planck Society,Max-Planck-Institut für terrestrische Mikrobiologie,861,0.6329849012775842,93002
Max Planck Society,Max-Planck-Institut für Wissenschaftsgeschichte,244,0.26639344262295084,93002
Max Planck Society,Max-Planck-Institut für Zellbiologie (MPIZB),2,0.5,93002
Max Planck Society,Max-Planck-Institut Halbleiterlabor (HLL),99,0.46464646464646464,93002
Max Planck Society,Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften,133,0.24812030075187969,93002
Max Planck Society,Max-Planck-Institut zur Erforschung von Gemeinschaftsgütern,319,0.5360501567398119,93002
Universities,Albert-Ludwigs-Universität Freiburg im Breisgau,26102,0.47781779174009653,738524
Universities,Bauhaus-Universität Weimar,887,0.24239007891770012,738524
Universities,Bergische Universität Wuppertal,4291,0.5385690981123281,738524
Universities,Brandenburgische Technische Universität Cottbus-Senftenberg,2606,0.5130468150422103,738524
Universities,Carl von Ossietzky Universität Oldenburg,5709,0.42686985461551935,738524
Universities,Charité - Universitätsmedizin Berlin,28745,0.45263524091146284,738524
Universities,Christian-Albrechts-Universität zu Kiel,17081,0.4286048826181137,738524
Universities,Deutsche Sporthochschule Köln,1780,0.3202247191011236,738524
Universities,Deutsche Universität für Verwaltungswissenschaften Speyer,56,0.16071428571428573,738524
Universities,Eberhard Karls Universität Tübingen,27366,0.4834100708908865,738524
Universities,EBS Universität für Wirtschaft und Recht,281,0.15302491103202848,738524
Universities,Ernst-Moritz-Arndt-Universität Greifswald,8208,0.39522417153996103,738524
Universities,ESCP Europe Wirtschaftshochschule Berlin e.V.,107,0.16822429906542055,738524
Universities,Europa-Universität Flensburg,83,0.24096385542168675,738524
Universities,Europa-Universität Viadrina Frankfurt (Oder),427,0.2576112412177986,738524
Universities,FernUniversität in Hagen,735,0.272108843537415,738524
Universities,Frankfurt School of Finance & Management,313,0.329073482428115,738524
Universities,Freie Universität Berlin,17521,0.45750813309742594,738524
Universities,Friedrich-Alexander-Universität Erlangen-Nürnberg,27537,0.4246286814104659,738524
Universities,Friedrich-Schiller-Universität Jena,18886,0.3893360160965795,738524
Universities,Georg-August-Universität Göttingen,26459,0.5027778827620092,738524
Universities,Gottfried Wilhelm Leibniz Universität Hannover,9345,0.41144997324772603,738524
Universities,HafenCity Universität Hamburg,84,0.2857142857142857,738524
Universities,Heinrich-Heine-Universität Düsseldorf,16538,0.47012939895997097,738524
Universities,Helmut-Schmidt-Universität/Universität der Bundeswehr Hamburg,793,0.24337957124842372,738524
Universities,Hertie School of Governance,277,0.3249097472924188,738524
Universities,Humboldt-Universität zu Berlin,15728,0.5005722278738556,738524
Universities,International Psychoanalytic University Berlin,146,0.2602739726027397,738524
Universities,International University in Germany gGmbH i.L.,3,0.6666666666666666,738524
Universities,Jacobs University Bremen,2752,0.4160610465116279,738524
Universities,"Johann Wolfgang Goethe-Universität, Frankfurt am Main",24080,0.4639119601328904,738524
Universities,Johannes Gutenberg-Universität Mainz,22351,0.4870028186658315,738524
Universities,Julius-Maximilians-Universität Würzburg,19629,0.5116409394263589,738524
Universities,Justus-Liebig-Universität Gießen,15843,0.4583096635738181,738524
Universities,Karlsruher Institut für Technologie,24878,0.4024841225178873,738524
Universities,Katholische Universität Eichstätt - Ingolstadt,537,0.2886405959031657,738524
Universities,Leuphana Universität Lüneburg,1733,0.36641661858049623,738524
Universities,Ludwig-Maximilians-Universität München,45821,0.5225769843521529,738524
Universities,Martin-Luther-Universität Halle-Wittenberg,11024,0.3749092888243832,738524
Universities,Medizinische Hochschule Brandenburg Theodor Fontane,138,0.3188405797101449,738524
Universities,Medizinische Hochschule Hannover (MHH),15456,0.46726190476190477,738524
Universities,Otto-Friedrich-Universität Bamberg,1254,0.3062200956937799,738524
Universities,Otto-von-Guericke-Universität Magdeburg,8893,0.3828854154953334,738524
Universities,Philipps-Universität Marburg,13601,0.3777663407102419,738524
Universities,Private Universität Witten/Herdecke gGmbH,3704,0.3647408207343413,738524
Universities,Psychologische Hochschule Berlin,93,0.25806451612903225,738524
Universities,Rheinisch-Westfälische Technische Hochschule Aachen,27458,0.39788039915507323,738524
Universities,Rheinische Friedrich-Wilhelms-Universität Bonn,27440,0.5217930029154519,738524
Universities,Ruhr-Universität Bochum,19964,0.39981967541574837,738524
Universities,Ruprecht-Karls-Universität Heidelberg,44949,0.5208124763620993,738524
Universities,Steinbeis-Hochschule Berlin,57,0.24561403508771928,738524
Universities,Stiftung Tierärztliche Hochschule Hannover,4080,0.37549019607843137,738524
Universities,Technische Universität Bergakademie Freiberg,3791,0.1965180691110525,738524
Universities,Technische Universität Berlin,13210,0.4058289174867525,738524
Universities,Technische Universität Carolo-Wilhelmina zu Braunschweig,7681,0.33693529488347873,738524
Universities,Technische Universität Chemnitz,3847,0.30699246165843513,738524
Universities,Technische Universität Clausthal,1962,0.1834862385321101,738524
Universities,Technische Universität Darmstadt,11255,0.36392714349178146,738524
Universities,Technische Universität Dortmund,8208,0.4580896686159844,738524
Universities,Technische Universität Dresden,26428,0.41459815347358864,738524
Universities,Technische Universität Hamburg-Harburg,2601,0.279123414071511,738524
Universities,Technische Universität Ilmenau,2524,0.29397781299524567,738524
Universities,Technische Universität Kaiserslautern,4749,0.3950305327437355,738524
Universities,Technische Universität München,39459,0.47368154286728,738524
Universities,Universität Augsburg,3109,0.556449018977163,738524
Universities,Universität Bayreuth,7312,0.3360229759299781,738524
Universities,Universität Bielefeld,7813,0.49801612696787406,738524
Universities,Universität Bremen,10027,0.3986237159668894,738524
Universities,Universität der Bundeswehr München,1285,0.2529182879377432,738524
Universities,Universität des Saarlandes,12003,0.395651087228193,738524
Universities,Universität Duisburg-Essen,17884,0.42479311116081414,738524
Universities,Universität Erfurt,409,0.22249388753056235,738524
Universities,Universität Hamburg,31223,0.49578836114402847,738524
Universities,Universität Hildesheim,415,0.2457831325301205,738524
Universities,Universität Hohenheim,5503,0.31764492095220787,738524
Universities,Universität Kassel,3705,0.3049932523616734,738524
Universities,Universität Koblenz-Landau,1641,0.27178549664838514,738524
Universities,Universität Konstanz,6890,0.6805515239477503,738524
Universities,Universität Leipzig,19001,0.40197884321877797,738524
Universities,Universität Mannheim,2945,0.38438030560271647,738524
Universities,Universität Osnabrück,3188,0.42910915934755334,738524
Universities,Universität Paderborn,3441,0.33594885207788433,738524
Universities,Universität Passau,671,0.35171385991058124,738524
Universities,Universität Potsdam,9146,0.4866608353378526,738524
Universities,Universität Regensburg,13570,0.4768607221812822,738524
Universities,Universität Rostock,11280,0.37375886524822693,738524
Universities,Universität Siegen,3867,0.49366433928109643,738524
Universities,Universität Stuttgart,10923,0.3438615764899753,738524
Universities,Universität Trier,2102,0.3292102759276879,738524
Universities,Universität Ulm,15832,0.4554067710965134,738524
Universities,Universität Vechta,249,0.14859437751004015,738524
Universities,Universität zu Köln,22235,0.4795592534292782,738524
Universities,Universität zu Lübeck,7238,0.4492953854655982,738524
Universities,Westfälische Wilhelms-Universität Münster,23252,0.4172974367796319,738524
Universities,WHU - Otto Beisheim School of Management,540,0.21666666666666667,738524
Universities,"Zeppelin Universität - Hochschule zwischen Wirtschaft, Kultur und Politik",224,0.2544642857142857,738524
